timestamp,source_ip,destination_ip,protocol,packet_size,duration,flow_bytes_per_sec,packet_count,traffic_type
2023-01-01 00:25:00,192.168.1.25,192.168.2.25,UDP,473,0.880304117568396,53600.33553623785,56,video_stream
2023-01-01 00:26:00,192.168.1.26,192.168.2.26,UDP,1188,1.0981361214537437,83977.06617164052,136,normal
2023-01-01 00:27:00,192.168.1.27,192.168.2.27,UDP,245,0.5467060029903392,29243.743497374326,156,DDoS_attack
2023-01-01 00:28:00,192.168.1.28,192.168.2.28,UDP,323,0.8529243869894522,43489.076746239334,127,normal
2023-01-01 00:29:00,192.168.1.29,192.168.2.29,UDP,1362,2.3230988095658853,27509.890873345084,152,video_stream
2023-01-01 00:30:00,192.168.1.30,192.168.2.30,TCP,276,2.698736529268455,79126.92381228441,135,normal
2023-01-01 00:31:00,192.168.1.31,192.168.2.31,TCP,952,0.18752327314376493,57761.58521788658,165,normal
2023-01-01 00:32:00,192.168.1.32,192.168.2.32,UDP,1405,4.004309356533735,66223.68194386698,161,video_stream
2023-01-01 00:33:00,192.168.1.33,192.168.2.33,UDP,162,1.5414230693830417,25978.417734101247,81,normal
2023-01-01 00:34:00,192.168.1.34,192.168.2.34,UDP,1340,4.567996571303564,22802.304836354197,116,normal
2023-01-01 00:35:00,192.168.1.35,192.168.2.35,TCP,926,4.840805191707511,49349.08826931093,146,normal
2023-01-01 00:36:00,192.168.1.36,192.168.2.36,UDP,894,1.0087484859156064,74019.00916018985,184,normal
2023-01-01 00:37:00,192.168.1.37,192.168.2.37,TCP,788,2.3642767247517376,52998.73599449586,42,file_transfer
2023-01-01 00:38:00,192.168.1.38,192.168.2.38,TCP,204,0.10603599231548685,4231.922077021192,199,file_transfer
2023-01-01 00:39:00,192.168.1.39,192.168.2.39,TCP,1222,3.0318035990998924,86986.59912570858,28,normal
2023-01-01 00:40:00,192.168.1.40,192.168.2.40,TCP,610,3.0758015964870893,7404.002457998025,83,normal
2023-01-01 00:41:00,192.168.1.41,192.168.2.41,TCP,484,1.3129457824565385,95626.62388835447,177,normal
2023-01-01 00:42:00,192.168.1.42,192.168.2.42,UDP,504,2.83622209565767,3489.0538694499996,184,normal
2023-01-01 00:43:00,192.168.1.43,192.168.2.43,UDP,922,1.2051466979743037,69750.59515694017,166,video_stream
2023-01-01 00:44:00,192.168.1.44,192.168.2.44,UDP,617,0.8880447984831313,9138.499307466383,187,video_stream
2023-01-01 00:45:00,192.168.1.45,192.168.2.45,UDP,575,3.2924453873310973,91156.98136407882,107,normal
2023-01-01 00:46:00,192.168.1.46,192.168.2.46,UDP,808,1.6970347733651672,46978.890386328734,150,normal
2023-01-01 00:47:00,192.168.1.47,192.168.2.47,TCP,870,2.9922933005395502,14614.853706884523,138,normal
2023-01-01 00:48:00,192.168.1.48,192.168.2.48,UDP,1146,2.2229090699611125,34740.754279194814,171,file_transfer
2023-01-01 00:49:00,192.168.1.49,192.168.2.49,UDP,1096,4.92332189627423,17317.64285932944,102,DDoS_attack
2023-01-01 00:50:00,192.168.1.50,192.168.2.50,TCP,776,0.8329451490710723,17887.60924415191,185,normal
2023-01-01 00:51:00,192.168.1.51,192.168.2.51,UDP,813,2.37653312351547,94862.72369697278,57,normal
2023-01-01 00:52:00,192.168.1.52,192.168.2.52,TCP,182,3.434237469160694,45079.36511619403,186,file_transfer
2023-01-01 00:53:00,192.168.1.53,192.168.2.53,UDP,1268,2.0381709110118464,79091.42412663059,73,DDoS_attack
2023-01-01 00:54:00,192.168.1.54,192.168.2.54,TCP,1208,4.87602927416638,64320.950556590506,70,normal
2023-01-01 00:55:00,192.168.1.55,192.168.2.55,UDP,1201,3.6372493768419822,67966.20987150083,166,normal
2023-01-01 00:56:00,192.168.1.56,192.168.2.56,UDP,556,3.319220902066016,14037.650408731814,48,normal
2023-01-01 00:57:00,192.168.1.57,192.168.2.57,TCP,100,3.8095904112949945,24184.260234733083,137,video_stream
2023-01-01 00:58:00,192.168.1.58,192.168.2.58,TCP,150,4.767978326389714,78888.28318028926,97,normal
2023-01-01 00:59:00,192.168.1.59,192.168.2.59,TCP,784,4.548311399624737,97105.85444100351,35,normal
2023-01-01 01:00:00,192.168.1.60,192.168.2.60,TCP,816,3.648998009819419,27004.888617266522,26,video_stream
2023-01-01 01:01:00,192.168.1.61,192.168.2.61,TCP,548,3.7708920315962873,27885.307710352947,80,normal
2023-01-01 01:02:00,192.168.1.62,192.168.2.62,TCP,980,0.8150181627722127,47816.81614827958,22,file_transfer
2023-01-01 01:03:00,192.168.1.63,192.168.2.63,TCP,587,0.6036827820140619,98400.19097268835,78,normal
2023-01-01 01:04:00,192.168.1.64,192.168.2.64,TCP,133,2.8974320590364053,27626.935636820635,35,normal
2023-01-01 01:05:00,192.168.1.65,192.168.2.65,UDP,1471,0.190001421008646,41290.21905379213,58,video_stream
2023-01-01 01:06:00,192.168.1.66,192.168.2.66,UDP,194,2.4635462696027988,89256.52154672716,16,normal
2023-01-01 01:07:00,192.168.1.67,192.168.2.67,TCP,1195,1.1307129416024564,1289.1822295148388,67,DDoS_attack
2023-01-01 01:08:00,192.168.1.68,192.168.2.68,UDP,253,1.795481181459714,4936.830533868385,58,video_stream
2023-01-01 01:09:00,192.168.1.69,192.168.2.69,UDP,349,3.901443205385485,60803.09603005071,112,normal
2023-01-01 01:10:00,192.168.1.70,192.168.2.70,UDP,773,4.712063770738694,90830.63630657185,62,file_transfer
2023-01-01 01:11:00,192.168.1.71,192.168.2.71,UDP,537,0.4548397335170734,24646.809379790837,71,normal
2023-01-01 01:12:00,192.168.1.72,192.168.2.72,TCP,217,2.7177868092845814,47494.53569339019,26,DDoS_attack
2023-01-01 01:13:00,192.168.1.73,192.168.2.73,UDP,870,4.42441408051604,45596.06486412401,180,normal
2023-01-01 01:14:00,192.168.1.74,192.168.2.74,TCP,1429,0.5042918187580643,47824.163263455506,34,video_stream
2023-01-01 01:15:00,192.168.1.75,192.168.2.75,UDP,367,4.140118829794486,62629.44987724478,140,normal
2023-01-01 01:16:00,192.168.1.76,192.168.2.76,UDP,1177,1.8532266195485299,47504.63253607769,38,normal
2023-01-01 01:17:00,192.168.1.77,192.168.2.77,UDP,335,1.6782640408747433,45299.34599092333,126,file_transfer
2023-01-01 01:18:00,192.168.1.78,192.168.2.78,TCP,488,4.88958529294245,47954.55362269479,169,file_transfer
2023-01-01 01:19:00,192.168.1.79,192.168.2.79,UDP,1089,1.0842095403252416,59495.87668583311,35,normal
2023-01-01 01:20:00,192.168.1.80,192.168.2.80,TCP,862,3.496650310031137,54163.741346784474,133,normal
2023-01-01 01:21:00,192.168.1.81,192.168.2.81,UDP,500,4.125059567248345,85559.46376739992,153,file_transfer
2023-01-01 01:22:00,192.168.1.82,192.168.2.82,TCP,723,0.30179912686843124,5900.188495872995,34,DDoS_attack
2023-01-01 01:23:00,192.168.1.83,192.168.2.83,UDP,866,3.38488874593662,83498.39007582824,63,normal
2023-01-01 01:24:00,192.168.1.84,192.168.2.84,TCP,1426,4.762594874341102,84548.53664856068,165,normal
2023-01-01 01:25:00,192.168.1.85,192.168.2.85,TCP,1018,0.7086778369674909,29205.894131565125,82,normal
2023-01-01 01:26:00,192.168.1.86,192.168.2.86,UDP,1330,4.4914843831566875,46822.34354656922,129,file_transfer
2023-01-01 01:27:00,192.168.1.87,192.168.2.87,TCP,1352,3.014405523146987,44415.31036520611,65,normal
2023-01-01 01:28:00,192.168.1.88,192.168.2.88,UDP,952,3.121362451126123,22632.4736010589,74,normal
2023-01-01 01:29:00,192.168.1.89,192.168.2.89,UDP,677,3.1034264568414693,40282.88786154533,102,file_transfer
2023-01-01 01:30:00,192.168.1.90,192.168.2.90,UDP,174,1.564295843052838,5394.389444914589,95,normal
2023-01-01 01:31:00,192.168.1.91,192.168.2.91,UDP,534,4.682488894967352,28504.385205391707,89,normal
2023-01-01 01:32:00,192.168.1.92,192.168.2.92,UDP,202,4.7420172668920895,81851.5353696211,178,normal
2023-01-01 01:33:00,192.168.1.93,192.168.2.93,UDP,863,3.1639928350483446,29171.66787452686,117,normal
2023-01-01 01:34:00,192.168.1.94,192.168.2.94,UDP,837,3.9387713571139122,82002.4602060765,188,normal
2023-01-01 01:35:00,192.168.1.95,192.168.2.95,UDP,905,3.1000641308176746,53628.346995838656,127,video_stream
2023-01-01 01:36:00,192.168.1.96,192.168.2.96,UDP,1429,2.4735523931127994,88106.40505875484,166,normal
2023-01-01 01:37:00,192.168.1.97,192.168.2.97,UDP,197,3.3380185796663286,57903.175872177104,92,video_stream
2023-01-01 01:38:00,192.168.1.98,192.168.2.98,UDP,897,2.809707117700597,3937.154083409242,156,file_transfer
2023-01-01 01:39:00,192.168.1.99,192.168.2.99,TCP,1458,3.0276317268964577,67866.60054716183,178,file_transfer
2023-01-01 01:40:00,192.168.1.100,192.168.2.100,TCP,958,3.940779511752424,5440.503234333297,182,normal
2023-01-01 01:41:00,192.168.1.101,192.168.2.101,UDP,534,2.456428774100026,45609.10487933026,24,normal
2023-01-01 01:42:00,192.168.1.102,192.168.2.102,UDP,546,0.2996951198531166,93013.24275283828,140,normal
2023-01-01 01:43:00,192.168.1.103,192.168.2.103,UDP,1431,0.9035974568485365,17355.189994447166,148,normal
2023-01-01 01:44:00,192.168.1.104,192.168.2.104,UDP,348,2.249175360798738,39597.362941212865,190,normal
2023-01-01 01:45:00,192.168.1.105,192.168.2.105,UDP,265,3.651650143382886,73256.17057599936,183,video_stream
2023-01-01 01:46:00,192.168.1.106,192.168.2.106,UDP,1083,3.007065376719876,88343.59705338991,39,normal
2023-01-01 01:47:00,192.168.1.107,192.168.2.107,UDP,1458,3.2864415107799245,67423.35746950828,66,normal
2023-01-01 01:48:00,192.168.1.108,192.168.2.108,UDP,1119,2.4484667500238078,26559.152164925752,155,normal
2023-01-01 01:49:00,192.168.1.109,192.168.2.109,TCP,641,3.11713590751699,67786.1774387054,188,video_stream
2023-01-01 01:50:00,192.168.1.110,192.168.2.110,UDP,858,1.712185445291845,30376.03646930491,137,normal
2023-01-01 01:51:00,192.168.1.111,192.168.2.111,TCP,1229,2.403894704213659,72124.49375205478,57,video_stream
2023-01-01 01:52:00,192.168.1.112,192.168.2.112,UDP,180,3.746967421415283,95449.27963091902,145,normal
2023-01-01 01:53:00,192.168.1.113,192.168.2.113,UDP,232,4.371980616968294,72417.95165952254,31,file_transfer
2023-01-01 01:54:00,192.168.1.114,192.168.2.114,TCP,896,2.224911136386306,86425.16978832883,15,file_transfer
2023-01-01 01:55:00,192.168.1.115,192.168.2.115,UDP,999,0.31394212276606986,1208.2804744124578,194,normal
2023-01-01 01:56:00,192.168.1.116,192.168.2.116,TCP,237,0.892195466319333,72039.64034842784,113,normal
2023-01-01 01:57:00,192.168.1.117,192.168.2.117,UDP,283,0.20221958252853672,83129.16812965978,45,normal
2023-01-01 01:58:00,192.168.1.118,192.168.2.118,UDP,1453,3.300988794262918,5015.315016923461,88,normal
2023-01-01 01:59:00,192.168.1.119,192.168.2.119,TCP,884,1.728341664240034,87288.17500153482,125,video_stream
2023-01-01 02:00:00,192.168.1.120,192.168.2.120,UDP,1083,2.758145315024901,26412.72860269454,66,file_transfer
2023-01-01 02:01:00,192.168.1.121,192.168.2.121,TCP,168,2.517056549240618,66863.91809582747,58,video_stream
2023-01-01 02:02:00,192.168.1.122,192.168.2.122,UDP,645,0.49947979880689086,80235.13302331726,182,file_transfer
2023-01-01 02:03:00,192.168.1.123,192.168.2.123,TCP,152,2.075980669506776,66603.7867928762,91,normal
2023-01-01 02:04:00,192.168.1.124,192.168.2.124,TCP,304,1.1807495121193843,10136.194415252467,75,normal
2023-01-01 02:05:00,192.168.1.125,192.168.2.125,UDP,225,2.1501589644714985,60035.830367176466,86,file_transfer
2023-01-01 02:06:00,192.168.1.126,192.168.2.126,UDP,142,1.0975335736769893,55408.782015492216,54,normal
2023-01-01 02:07:00,192.168.1.127,192.168.2.127,TCP,210,4.2182167907569745,90131.80553935288,88,video_stream
2023-01-01 02:08:00,192.168.1.128,192.168.2.128,UDP,860,0.9535473492334429,41019.73323477671,29,normal
2023-01-01 02:09:00,192.168.1.129,192.168.2.129,UDP,1306,4.807824702286187,32787.02861161796,132,normal
2023-01-01 02:10:00,192.168.1.130,192.168.2.130,UDP,947,2.13794609412001,75235.22567921015,76,DDoS_attack
2023-01-01 02:11:00,192.168.1.131,192.168.2.131,TCP,194,4.246601930893341,41854.857282256264,92,normal
2023-01-01 02:12:00,192.168.1.132,192.168.2.132,TCP,1497,3.1809476092091313,64963.521325501235,12,DDoS_attack
2023-01-01 02:13:00,192.168.1.133,192.168.2.133,TCP,999,3.7032164634621885,64998.55892233609,191,DDoS_attack
2023-01-01 02:14:00,192.168.1.134,192.168.2.134,TCP,459,3.861847051527224,88915.86737165166,73,file_transfer
2023-01-01 02:15:00,192.168.1.135,192.168.2.135,TCP,999,2.5737399212757874,60270.54782959064,49,video_stream
2023-01-01 02:16:00,192.168.1.136,192.168.2.136,TCP,380,2.7621725644801134,50713.2073862367,68,video_stream
2023-01-01 02:17:00,192.168.1.137,192.168.2.137,TCP,1318,2.6185797522627525,14748.261313255183,192,file_transfer
2023-01-01 02:18:00,192.168.1.138,192.168.2.138,TCP,1318,2.9814860526413884,12458.02306119183,71,normal
2023-01-01 02:19:00,192.168.1.139,192.168.2.139,TCP,766,0.24403278420688576,16277.83496302486,141,normal
2023-01-01 02:20:00,192.168.1.140,192.168.2.140,UDP,192,2.038024332260175,18012.999651382357,69,video_stream
2023-01-01 02:21:00,192.168.1.141,192.168.2.141,TCP,771,3.070324696449741,64149.83217369975,125,normal
2023-01-01 02:22:00,192.168.1.142,192.168.2.142,UDP,160,3.0288454697537355,74357.14377718327,84,normal
2023-01-01 02:23:00,192.168.1.143,192.168.2.143,UDP,733,3.985484863567595,53469.160769715454,131,normal
2023-01-01 02:24:00,192.168.1.144,192.168.2.144,UDP,1174,3.309545760277332,83072.75552200362,116,video_stream
2023-01-01 02:25:00,192.168.1.145,192.168.2.145,TCP,1128,4.961453250069295,99135.05944662969,105,file_transfer
2023-01-01 02:26:00,192.168.1.146,192.168.2.146,TCP,703,1.4908871901823608,82181.25028281624,100,normal
2023-01-01 02:27:00,192.168.1.147,192.168.2.147,TCP,781,1.8598400453645345,69793.35499391996,167,DDoS_attack
2023-01-01 02:28:00,192.168.1.148,192.168.2.148,TCP,633,1.980851044152202,53716.77724427752,139,video_stream
2023-01-01 02:29:00,192.168.1.149,192.168.2.149,UDP,937,2.382482754399218,45436.454095796114,71,file_transfer
2023-01-01 02:30:00,192.168.1.150,192.168.2.150,TCP,744,4.196390512527926,9354.845673909693,58,video_stream
2023-01-01 02:31:00,192.168.1.151,192.168.2.151,TCP,332,1.2553812604001284,40537.50609107441,146,file_transfer
2023-01-01 02:32:00,192.168.1.152,192.168.2.152,TCP,623,3.9024010144736048,91103.3290414313,101,normal
2023-01-01 02:33:00,192.168.1.153,192.168.2.153,TCP,445,2.086019897120143,80994.24036074874,168,file_transfer
2023-01-01 02:34:00,192.168.1.154,192.168.2.154,TCP,1169,3.049091379943842,22389.08513615703,133,normal
2023-01-01 02:35:00,192.168.1.155,192.168.2.155,UDP,645,3.1994486128089004,47194.17068502437,70,file_transfer
2023-01-01 02:36:00,192.168.1.156,192.168.2.156,TCP,1201,1.9269583222257791,81855.59705329592,57,DDoS_attack
2023-01-01 02:37:00,192.168.1.157,192.168.2.157,UDP,1196,2.6118145055084456,7671.07092376673,162,normal
2023-01-01 02:38:00,192.168.1.158,192.168.2.158,TCP,893,2.1238527557737155,39351.86598119727,173,normal
2023-01-01 02:39:00,192.168.1.159,192.168.2.159,UDP,348,0.43875065231443533,85332.28245052081,145,file_transfer
2023-01-01 02:40:00,192.168.1.160,192.168.2.160,TCP,146,2.24211040520245,40985.88855284225,67,normal
2023-01-01 02:41:00,192.168.1.161,192.168.2.161,TCP,1244,0.5772276235124056,8683.849828412645,110,file_transfer
2023-01-01 02:42:00,192.168.1.162,192.168.2.162,UDP,313,2.0846019154935753,54710.902484692895,121,normal
2023-01-01 02:43:00,192.168.1.163,192.168.2.163,UDP,338,3.0053001591757313,86312.50699691124,182,normal
2023-01-01 02:44:00,192.168.1.164,192.168.2.164,UDP,1179,2.939133006783154,59438.26875236281,71,DDoS_attack
2023-01-01 02:45:00,192.168.1.165,192.168.2.165,TCP,449,3.34684426714077,23401.63171320895,48,video_stream
2023-01-01 02:46:00,192.168.1.166,192.168.2.166,UDP,206,0.5667813889776688,39039.72239360075,67,file_transfer
2023-01-01 02:47:00,192.168.1.167,192.168.2.167,TCP,930,3.295403903099146,45562.212757011286,108,normal
2023-01-01 02:48:00,192.168.1.168,192.168.2.168,TCP,147,1.629525477812591,58347.369028232155,53,video_stream
2023-01-01 02:49:00,192.168.1.169,192.168.2.169,UDP,436,2.0553251360718443,76175.75154950868,38,video_stream
2023-01-01 02:50:00,192.168.1.170,192.168.2.170,UDP,1149,4.304132644221259,10788.488146422906,68,video_stream
2023-01-01 02:51:00,192.168.1.171,192.168.2.171,TCP,903,0.14424898023479624,89075.55126873907,80,video_stream
2023-01-01 02:52:00,192.168.1.172,192.168.2.172,TCP,1380,2.983221903368967,2218.6605985914834,101,video_stream
2023-01-01 02:53:00,192.168.1.173,192.168.2.173,UDP,107,3.033698502490527,37635.18113275127,18,normal
2023-01-01 02:54:00,192.168.1.174,192.168.2.174,UDP,724,2.043632904083454,3714.6106872931077,136,normal
2023-01-01 02:55:00,192.168.1.175,192.168.2.175,UDP,1376,1.2614364998308474,39904.448309183834,143,file_transfer
2023-01-01 02:56:00,192.168.1.176,192.168.2.176,TCP,818,1.2499027874816004,53055.44728845905,166,normal
2023-01-01 02:57:00,192.168.1.177,192.168.2.177,TCP,402,4.430177381337687,51656.45727156966,195,video_stream
2023-01-01 02:58:00,192.168.1.178,192.168.2.178,TCP,738,2.2659194315360023,17397.20635579827,154,normal
2023-01-01 02:59:00,192.168.1.179,192.168.2.179,TCP,155,1.7213578786469426,64928.31049946562,153,video_stream
2023-01-01 03:00:00,192.168.1.180,192.168.2.180,TCP,825,2.299010111773875,5433.066599962154,140,file_transfer
2023-01-01 03:01:00,192.168.1.181,192.168.2.181,TCP,625,3.3800129671508707,76428.77519310912,30,normal
2023-01-01 03:02:00,192.168.1.182,192.168.2.182,UDP,573,0.8142071843992833,94717.79896536109,73,normal
2023-01-01 03:03:00,192.168.1.183,192.168.2.183,TCP,127,2.302225792547315,34637.11388796067,99,normal
2023-01-01 03:04:00,192.168.1.184,192.168.2.184,TCP,177,2.9806334184408962,52206.69878971886,45,video_stream
2023-01-01 03:05:00,192.168.1.185,192.168.2.185,TCP,1339,4.748058438772025,38512.11752782262,71,file_transfer
2023-01-01 03:06:00,192.168.1.186,192.168.2.186,UDP,464,1.3373861321695546,1664.3286401019354,179,normal
2023-01-01 03:07:00,192.168.1.187,192.168.2.187,TCP,765,1.8603286647896036,39201.57578661648,85,file_transfer
2023-01-01 03:08:00,192.168.1.188,192.168.2.188,TCP,625,1.9588570906198768,79380.3056668733,179,normal
2023-01-01 03:09:00,192.168.1.189,192.168.2.189,UDP,798,3.067136972459926,60002.8953761647,198,normal
2023-01-01 03:10:00,192.168.1.190,192.168.2.190,TCP,1435,1.8479870598960084,11024.731546900734,22,DDoS_attack
2023-01-01 03:11:00,192.168.1.191,192.168.2.191,TCP,982,2.714208433968509,84866.80947968471,20,normal
2023-01-01 03:12:00,192.168.1.192,192.168.2.192,TCP,1130,3.9307726162406444,53577.44914363904,63,normal
2023-01-01 03:13:00,192.168.1.193,192.168.2.193,TCP,1126,3.556389411149798,84330.61281272293,25,normal
2023-01-01 03:14:00,192.168.1.194,192.168.2.194,TCP,1018,2.2872063679116694,58441.93035971791,17,normal
2023-01-01 03:15:00,192.168.1.195,192.168.2.195,UDP,849,4.334659270603428,56409.15603895605,113,normal
2023-01-01 03:16:00,192.168.1.196,192.168.2.196,UDP,462,2.8348872230099285,11420.659334504226,68,normal
2023-01-01 03:17:00,192.168.1.197,192.168.2.197,UDP,1397,2.7455386135608415,17568.613580724166,66,video_stream
2023-01-01 03:18:00,192.168.1.198,192.168.2.198,TCP,905,0.2675200531018751,97230.50039316253,49,normal
2023-01-01 03:19:00,192.168.1.199,192.168.2.199,TCP,838,4.934795603750092,23620.187928722306,196,video_stream
2023-01-01 03:20:00,192.168.1.200,192.168.2.200,TCP,1138,0.7025569617951709,97767.75968104642,139,normal
2023-01-01 03:21:00,192.168.1.201,192.168.2.201,UDP,1315,1.2325414708954685,53659.35794590208,103,normal
2023-01-01 03:22:00,192.168.1.202,192.168.2.202,TCP,584,0.3533145024834822,14443.115659329776,147,video_stream
2023-01-01 03:23:00,192.168.1.203,192.168.2.203,TCP,127,3.2360145375008775,10830.918072615601,53,DDoS_attack
2023-01-01 03:24:00,192.168.1.204,192.168.2.204,UDP,813,1.2010357671661323,21677.54299986826,148,normal
2023-01-01 03:25:00,192.168.1.205,192.168.2.205,TCP,1162,0.9820511436163452,92638.09567250824,89,file_transfer
2023-01-01 03:26:00,192.168.1.206,192.168.2.206,UDP,1396,0.5339223626938828,42000.87220849445,90,video_stream
2023-01-01 03:27:00,192.168.1.207,192.168.2.207,UDP,1354,0.6062138899076768,40147.99253129852,11,video_stream
2023-01-01 03:28:00,192.168.1.208,192.168.2.208,UDP,185,2.964886432168685,32007.419845947228,187,video_stream
2023-01-01 03:29:00,192.168.1.209,192.168.2.209,TCP,225,3.472218542746318,15559.12320609225,149,normal
2023-01-01 03:30:00,192.168.1.210,192.168.2.210,TCP,911,2.0471570434755653,49297.26852204824,124,normal
2023-01-01 03:31:00,192.168.1.211,192.168.2.211,TCP,636,2.4514956998011592,13874.730468602731,99,video_stream
2023-01-01 03:32:00,192.168.1.212,192.168.2.212,TCP,244,3.4612419063166224,83712.54340185043,32,normal
2023-01-01 03:33:00,192.168.1.213,192.168.2.213,TCP,1335,0.18516097190885022,37669.30164125534,155,DDoS_attack
2023-01-01 03:34:00,192.168.1.214,192.168.2.214,TCP,124,1.6833402196443652,38105.55321039784,71,normal
2023-01-01 03:35:00,192.168.1.215,192.168.2.215,TCP,166,4.868178965544698,47926.63641983243,122,normal
2023-01-01 03:36:00,192.168.1.216,192.168.2.216,UDP,332,2.9425499255077936,44968.64360340941,137,file_transfer
2023-01-01 03:37:00,192.168.1.217,192.168.2.217,TCP,208,1.3457004414977172,99490.93933287283,71,normal
2023-01-01 03:38:00,192.168.1.218,192.168.2.218,UDP,1269,2.6564772285174447,54992.73100061195,47,video_stream
2023-01-01 03:39:00,192.168.1.219,192.168.2.219,TCP,210,1.7790020917924854,9731.968675197199,175,video_stream
2023-01-01 03:40:00,192.168.1.220,192.168.2.220,TCP,327,2.708000445248866,61080.856816116066,70,DDoS_attack
2023-01-01 03:41:00,192.168.1.221,192.168.2.221,TCP,210,0.7161334078525793,16006.844994118115,138,file_transfer
2023-01-01 03:42:00,192.168.1.222,192.168.2.222,UDP,133,0.7503018037144592,4062.8268284028554,182,video_stream
2023-01-01 03:43:00,192.168.1.223,192.168.2.223,UDP,722,0.803357573993025,97103.47321404757,165,video_stream
2023-01-01 03:44:00,192.168.1.224,192.168.2.224,UDP,1492,4.705116980441525,77580.35026192182,158,DDoS_attack
2023-01-01 03:45:00,192.168.1.225,192.168.2.225,UDP,847,3.6912046998725754,98030.79024896292,131,normal
2023-01-01 03:46:00,192.168.1.226,192.168.2.226,TCP,694,0.8956712838453724,48309.966354202,119,normal
2023-01-01 03:47:00,192.168.1.227,192.168.2.227,UDP,524,1.022910510451447,53693.495583748634,22,normal
2023-01-01 03:48:00,192.168.1.228,192.168.2.228,TCP,712,3.6810644268672945,17665.358635993893,164,normal
2023-01-01 03:49:00,192.168.1.229,192.168.2.229,TCP,791,0.8652028394816523,25443.83524009097,109,video_stream
2023-01-01 03:50:00,192.168.1.230,192.168.2.230,UDP,1405,1.2493503373406607,84016.37227538,144,video_stream
2023-01-01 03:51:00,192.168.1.231,192.168.2.231,UDP,1443,4.8203994808199555,36262.37906464182,31,video_stream
2023-01-01 03:52:00,192.168.1.232,192.168.2.232,UDP,414,1.3510019711693162,82854.68240584548,83,normal
2023-01-01 03:53:00,192.168.1.233,192.168.2.233,UDP,976,3.3419985168186193,71192.35870441615,190,file_transfer
2023-01-01 03:54:00,192.168.1.234,192.168.2.234,UDP,1412,4.895293308262599,18539.921601914684,141,normal
2023-01-01 03:55:00,192.168.1.235,192.168.2.235,UDP,761,1.9340541589849842,51237.19024585447,32,video_stream
2023-01-01 03:56:00,192.168.1.236,192.168.2.236,UDP,376,0.18582835522410496,68061.34483035297,128,video_stream
2023-01-01 03:57:00,192.168.1.237,192.168.2.237,UDP,723,1.296321723069634,24268.684265578686,79,normal
